Datetime,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
2020-06-01 00:00:00,0.0,7.347733,59.704639,10.260921,60.402027,10.393251,63.896603,10.930402,11.591187,11.157958,5.634819,5.603837,9.586152,9.620327,5.625992,5.573172,10.402065,10.861282,0.0,33.66436,37.775288,20.612761,29.000002,-14.803085,20.63167
2020-06-01 00:01:00,0.0,7.48443,59.859142,10.231526,60.658337,10.39537,64.016609,10.902275,11.562035,11.145196,5.621989,5.58857,9.528483,9.575473,5.618824,5.566061,10.365754,10.816429,0.0,33.678848,38.137962,20.626074,29.000002,-14.803085,20.626177
2020-06-01 00:02:00,0.0,7.435305,60.045574,10.205578,60.940601,10.396808,64.032455,10.813954,11.524552,11.098367,5.621904,5.588519,9.504989,9.532754,5.612168,5.559516,10.327308,10.765167,0.0,33.664288,37.70335,20.577347,29.000002,-14.803085,20.623802
2020-06-01 00:03:00,0.0,7.275113,60.311497,10.169868,61.168255,10.38267,63.757694,10.839321,11.501648,11.072736,5.609354,5.580078,9.451591,9.496445,5.606243,5.553449,10.293135,10.730992,0.0,33.708256,37.375637,20.584604,28.000002,-14.803085,20.617964
2020-06-01 00:04:00,0.0,7.317831,60.643982,10.132527,61.439503,10.374606,63.750687,10.857755,11.478742,11.030019,5.60692,5.57391,9.423824,9.453726,5.599346,5.546327,10.256824,10.688275,0.0,33.684319,37.422764,20.598135,29.000002,-14.803085,20.615252
2020-06-01 00:05:00,0.0,7.230258,60.77573,10.103236,61.680119,10.356514,64.305199,10.773961,11.457919,11.03429,5.5994,5.564759,9.381106,9.419552,5.592974,5.538553,10.22265,10.647693,0.0,33.695042,38.194641,20.585297,28.000002,-14.803085,20.597944
2020-06-01 00:06:00,0.0,7.070066,60.95018,10.079887,61.909927,10.348099,64.427467,10.734337,11.416271,11.021476,5.591807,5.558469,9.349069,9.35334,5.585617,5.531881,10.164979,10.600703,0.0,33.673168,38.020214,20.585297,29.000002,-14.803085,20.595049
2020-06-01 00:07:00,0.0,7.023077,61.190762,10.042958,61.951538,10.34366,64.501762,10.713559,11.401695,10.97235,5.58592,5.558511,9.297807,9.344794,5.578157,5.52438,10.143621,10.590024,0.0,33.68063,37.193268,20.567335,29.000002,-14.803085,20.590826
2020-06-01 00:08:00,0.0,7.016669,61.446934,10.017614,61.968781,10.334186,64.56028,10.632144,11.374626,10.933903,5.576397,5.543278,9.280719,9.293534,5.569024,5.515353,10.090223,10.543034,0.0,33.694195,37.501671,20.554502,29.000002,-14.803085,20.586468
2020-06-01 00:09:00,0.0,6.991038,61.571995,9.990878,61.972775,10.334857,64.783913,10.627062,11.357967,10.94031,5.576423,5.543236,9.238,9.274311,5.563515,5.509581,10.077409,10.519539,0.0,33.688442,37.857121,20.590437,28.000002,-14.803085,20.58666
2020-06-01 00:10:00,0.0,6.86502,61.69389,9.967307,62.130573,10.322034,64.968559,10.617641,11.305909,10.886913,5.56142,5.529422,9.218778,9.229457,5.55682,5.502721,10.026147,10.485365,0.0,33.68325,38.259319,20.598135,29.000002,-14.803085,20.581127
2020-06-01 00:11:00,0.0,6.768906,61.848904,9.952292,62.345459,10.320942,65.020554,10.524558,11.293416,10.863419,5.5614,5.527998,9.169653,9.193148,5.550928,5.496416,10.000516,10.461869,0.0,33.68375,38.205441,20.585297,29.000002,-14.803085,20.560831
2020-06-01 00:12:00,0.0,6.766769,62.108749,9.926635,62.408051,10.318189,64.990364,10.510571,11.239277,10.814293,5.555055,5.527901,9.156837,9.150429,5.544664,5.490224,9.951391,10.408471,0.0,33.698238,38.366688,20.585297,28.000002,-14.803085,20.55245
2020-06-01 00:13:00,0.0,6.884243,62.239929,9.914538,62.542175,10.309806,65.192947,10.494496,11.239276,10.803612,5.546287,5.517993,9.118392,9.144021,5.541578,5.488855,9.936439,10.38925,0.0,33.689999,38.142323,20.567335,29.000002,-14.803085,20.552399
2020-06-01 00:14:00,0.0,6.909874,62.384075,9.905465,62.706257,10.306836,65.25354,10.433828,11.193463,10.760895,5.546223,5.512796,9.097033,9.107711,5.537162,5.484495,9.893722,10.374298,0.0,33.697746,37.969894,20.565474,28.000002,-14.803085,20.552429
